"cnpj","nome_coop","naturezaJuridica","situacao","regimeEspecial","logradouro","complemento","bairro","municipio","uf","cep","endereco_eletronico","email","telefone_ddd","telefone_numero","segmento_prudencial","ato_presi","nome_Liquidante","filiacao","filiacao_central"
73254757,"COOPERATIVA DE CREDITO E ECONOMIA COM INTERAÇÃO SOLIDARIA DE QUILOMBO - CRESOL QUILOMBO","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AV CEL. ERNESTO BERTASO, 731","","CENTRO","QUILOMBO","SC","89850000","www.cresolcentral.com.br","quilombo@cresolcentral.com.br","49","33461200","S5",NA,NA,NA,NA
59869560,"COOPERATIVA DE CREDITO NOSSO - SICOOB NOSSO","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AL. DR. ARMANDO SALLES DE OLIVEIRA, Nº 446","","CENTRO","ADAMANTINA","SP","17800000","","cocrealpa@cocrealpa.com.br","18","35022060","S5",NA,NA,NA,NA
2382755,"COOPERATIVA DE CREDITO POTIGUAR - SICOOB POTIGUAR","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"TRAVESSA DOIS DE NOVEMBRO  430","","ALECRIM","NATAL","RN","59030170","","credipol@terra.com.br","84","32122141","S5",NA,NA,NA,NA
63229629,"COOPERATIVA DE CREDITO RURAL ASCOOB SISAL","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AV. MANOEL NOVAIS, 485","","CENTRO","SERRINHA","BA","48700000","www.ascoobserrinha.com.br","serrinha@ascoobcentral.com.br","75","32612001","S5",NA,NA,NA,NA
5220232,"COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA CONEXÕES -CRESOL CONEXÕES","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AVENIDA PRESIDENTE VARGAS, 2091","","NOSSA SRA DE FÁTIMA","SANTA MARIA","RS","97015513","http://cresolsicoper.com.br/","santamariars@cresolcentral.com.br",NA,NA,"S5",NA,NA,NA,NA
5220243,"COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE SARANDI-CRESOL SARANDI","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA SENADOR ALBERTO PASQUALINI","1381","CENTRO","SARANDI","RS","99560000","www.cresolsicoper.com.br","sarandi@cresolcentral.com.br","54","33613301","S5",NA,NA,NA,NA
32422628,"COOPERATIVA DE CREDITO RURAL DE GUACUI - CREDIGUAÇUÍ","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA BOM JESUS DO LIVRAMENTO, 25","","CENTRO","GUACUI","ES","29560000","","coopcredi@yahoo.com.br","28","35532194","S5",NA,NA,NA,NA
8240446,"COOPERATIVA DE CREDITO RURAL DE IBIAM - SULCREDI/IBIAM","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AVENIDA 20 DE JULHO","830","CENTRO","IBIAM","SC","89652000","https://www.sulcredi.com.br/ibiam/","ibiam@cresol.com.br","49","35340270","S5",NA,NA,NA,NA
26563270,"COOPERATIVA DE CREDITO RURAL DE PRIMAVERA DO LESTE","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AVENIDA CUIABa  653","","CENTRO","PRIMAVERA DO LESTE","MT","78850000","www.primacredi.com.br","primacredi@primacredi.com.br","66","34980500","S5",NA,NA,NA,NA
3485130,"COOPERATIVA DE CREDITO RURAL E ECONOMIA COM INTERAÇÃO SOLIDARIA DAS ENCOSTAS DA SERRA GERAL  CRESOL ENCOSTAS DA SERRA GERAL","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA GERMANO HERMESMEYER, Nº 170","SALA 1","CENTRO","SANTA ROSA DE LIMA","SC","88763000","www.cresolcentral.com.br","santarosa@cresolcentral.com.br","48","36540170","S5",NA,NA,NA,NA
7958405,"COOPERATIVA DE CREDITO RURAL E ECONOMIA COM INTERAÇÃO SOLIDARIA DE RIO FORTUNA - CRESOL RIO FORTUNA","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA JORGE LACERDA, 294","SALA 01","CENTRO","RIO FORTUNA","SC","88760000","www.cresolcentral.com.br","riofortuna@cresolcentral.com.br","48","36531342","S5",NA,NA,NA,NA
9488496,"COOPERATIVA DE CREDITO RURAL E ECONOMIA COM INTERAÇÃO SOLIDARIA DE SÃO JOÃO DO SUL - CRESOL SÃO JOÃO DO SUL","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA ANSELMO BORBA, Nº 406","SALA 02","CENTRO","SAO JOAO DO SUL","SC","88970000","","saojoaodosul@cresolcentral.com.br","48","35390022","S5",NA,NA,NA,NA
9330158,"COOPERATIVA DE CREDITO RURAL E ECONOMIA COM INTERAÇÃO SOLIDARIA DE TREZE DE MAIO - CRESOL TREZE DE MAIO","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA OLINDO NANDI, 70","","CENTRO","TREZE DE MAIO","SC","88710000","","trezedemaio@cresolcentral.com.br","48","36250177","S5",NA,NA,NA,NA
5428587,"COOPERATIVA DE CREDITO RURAL E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DE OLIVEIRA DOS BREJINHOS - CRESOL OLIVEIRA DOS BREJINHOS","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AVENIDA ENGENHEIRO ANTONIO LEITE DO VALE","N  739","CENTRO","OLIVEIRA DOS BREJINHOS","BA","47530000","www.cresolcentral.coop.br","oliveira@ecosol.com.br","77","36422126","S5",NA,NA,NA,NA
204963,"COOPERATIVA DE CREDITO RURAL SEARA - CREDISEARA","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AVENIDA BEIRA RIO 06","","CENTRO","SEARA","SC","89770000","www.crediseara.com.br","seara@cresolcentral.com.br","49","34522204","S5",NA,NA,NA,NA
82639451,"COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA HERMANN HERING,1125","","BOM RETIRO","BLUMENAU","SC","89010675","www.viacredi.coop.br","viacredi@viacredi.coop.br","47","33314655","S4",NA,NA,NA,NA
72128440,"COOPERATIVA DE CREDITO, POUPANCA E INVESTIMENTO DO RIO DE JANEIRO - SICREDI RIO RJ","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA SOROCABA, 500","","BOTAFOGO","RIO DE JANEIRO","RJ","22271110","www.sicredi.com.br","contabilidade@unicredrio.com.br","21","34752000","S4",NA,NA,NA,NA
84974278,"COOPERATIVA DE CREDITO, POUPANCA E INVESTIMENTO IGUACU - SICREDI IGUACU PR/SC/SP","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AV. XV DE NOVEMBRO, 374","PREDIO 2 PISOS","CENTRO","SAO JOAO","PR","85570000","www.sicredi.com.br","coop0740_iguacu@sicredi.com.br","46","35338400","S4",NA,NA,NA,NA
79052122,"COOPERATIVA DE CREDITO, POUPANÇA E INVESTIMENTO ALIANÇA - SICREDI ALIANÇA PR/SP","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"R ESPÍRITO SANTO, 991","","CENTRO","MARECHAL CANDIDO RONDON","PR","85960000","","coop0715_coeste@sicredi.com.br","45","32840400","S4",NA,NA,NA,NA
82065285,"COOPERATIVA DE CREDITO, POUPANÇA E INVESTIMENTO PARQUE DAS ARAUCARIAS - SICREDI PARQUE DAS ARAUCARIAS PR/SC/SP","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AV. BRASIL, Nº 543","","CENTRO","MARIOPOLIS","PR","85525000","","coop0737_scristovao@sicredi.com.br","46","32261647","S4",NA,NA,NA,NA
81206039,"COOPERATIVA DE CREDITO, POUPANÇA E INVESTIMENTO RIO PARANA - SICREDI RIO PARANA PR/SP","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AV. ANTÔNIO ORMENEZE, 1009","","CENTRO","NOVA LONDRINA","PR","87970000","www.sicredi.com.br","coop0728_noroeste@sicredi.com.br","44","34324000","S4",NA,NA,NA,NA
70038237,"COOPERATIVA DE CRÉDITO - SICREDI RIO GRANDE DO NORTE","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA TUIUTI  765","","PETROPOLIS","NATAL","RN","59014160","www.sicredi.com.br/natal/","controladoria@unicrednatal.com.br","84","40093546","S5",NA,NA,NA,NA
42873828,"COOPERATIVA DE CRÉDITO AGROCREDI LTDA. - SICOOB AGROCREDI","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA CAPITAO JOAQUIM NORBERTO","105 E 129","CENTRO","GUAXUPE","MG","37800000","www.agrocredi.com.br","guaxupe312500@sicoobcrediminas.com.br","35","35592700","S4",NA,NA,NA,NA
87795639,"COOPERATIVA DE CRÉDITO ALIANÇA RS/SC/ES - SICREDI ALIANÇA RS/SC/ES","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA GUSTAVO SILVEIRA FERRET, 124","","SANTA LÚCIA","MARAU","RS","99150000","","evandro_zilli@sicredi.com.br","54","33423188","S4",NA,NA,NA,NA
80959612,"COOPERATIVA DE CRÉDITO ALTO VALE DO ITAJAÍ - SICOOB ALTO VALE","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA WENCESLAU BORINI, 890","SALA 01","CANTA GALO","RIO DO SUL","SC","89163152","www.sicoobaltovale.coop.br","credicravil@credicravil.com.br","47","35251017","S5",NA,NA,NA,NA
3320525,"COOPERATIVA DE CRÉDITO ARACOOP LTDA. - SICOOB ARACOOP","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA PADRE NORBERTO  N 390","","JARDIM REGINA","ARAGUARI","MG","38440148","www.sicoobaracoop.com.br","aracoop@uol.com.br","34","32492550","S5",NA,NA,NA,NA
41753500,"COOPERATIVA DE CRÉDITO CARLOS CHAGAS LTDA. - SICOOB CARLOS CHAGAS","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AV  CAPITAO JOAO PINTO 17","B","CENTRO","CARLOS CHAGAS","MG","39864000","","diretoria304500@sicoobcrediminas.com.br","33","36241258","S5",NA,NA,NA,NA
88471024,"COOPERATIVA DE CRÉDITO CENTRO LESTE - SICREDI CENTRO LESTE RS","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA SALDANHA MARINHO, 825","","CENTRO","CACHOEIRA DO SUL","RS","96508001","","","51","37225005","S4",NA,NA,NA,NA
9403026,"COOPERATIVA DE CRÉDITO CENTRO LESTE NORTE MARANHENSE - SICOOB CENTROLESTE","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"PRACA RAIMUNDO SIMAS  55","","CENTRO","GRAJAU","MA","65940000","","credisul-ma@sicoobne.com.br","99","35326507","S5",NA,NA,NA,NA
33924028,"COOPERATIVA DE CRÉDITO CLÁSSICA DOS EMPREGADOS DA VALE S/A E ENTIDADES VINCULADAS LTDA.  SICOOB COOPVALE","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA SANTA LUZIA, 651","35º ANDAR","CENTRO","RIO DE JANEIRO","RJ","20030041","http://www.coopvale.com","coopvale@coopvale.com.br","21","22629512","S5",NA,NA,NA,NA
21110927,"COOPERATIVA DE CRÉDITO CLÁSSICA DOS FUNCIONÁRIOS E PRESTADORES DE SERVIÇOS DAS EMPRESAS LIGADAS AO GRUPO EUCATUR LTDA. - SICOOB EUCRED","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AVENIDA MARECHAL RONDON, 2774","","DOIS DE ABRIL","JI-PARANA","RO","76900864","https://www.sicoob.com.br/web/sicoobeucred","","69","34238363","S5",NA,NA,NA,NA
54401286,"COOPERATIVA DE CRÉDITO COCRE","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AV  COMENDADOR LUCIANO GUIDOTTI","N  1937","JARDIM CAXAMBU","PIRACICABA","SP","13425000","www.cocre.com.br","cocrefocapi@cana.com.br",NA,"8007563207","S4",NA,NA,NA,NA
44401800,"COOPERATIVA DE CRÉDITO COGEM","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA JOSÉ VERSOLATO 111","SALAS 2607 E 2608 - TORRE B - COND. DOMO BUSINESS","BAETA NEVES","SAO BERNARDO DO CAMPO","SP","09750730","www.cogem.com.br","wanderson.oliveira@cogem.com.br","11","30803942","S5",NA,NA,NA,NA
11969853,"COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA DA COSTA OESTE - CRESOL COSTA OESTE","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AVENIDA BRASILIA","","CIDADE ALTA","MEDIANEIRA","PR","85884000","","reginaldo.oeste@cresol.com.br","45","35651658","S5",NA,NA,NA,NA
4490531,"COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA DE GOIÁS - CRESOL GOIÁS","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA ENEAS BRETAS","QUADRA A LOTE 17 18","CENTRO","ORIZONA","GO","75280000","","credfer@hotmail.com","64","34742609","S5",NA,NA,NA,NA
8624548,"COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA DE MINAS GERAIS - CRESOL MINAS GERAIS","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AVENIDA MARECHAL FLORIANO  27","LOJA 03  PRIMEIRO ANDAR","BARRA","MURIAE","MG","36884113","www.cresol.com.br","creditagfervedouro@gmail.com","32","37421144","S5",NA,NA,NA,NA
10520232,"COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA DE RONDÔNIA - CRESOL RONDÔNIA","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA MANOEL FRANCO  N  480","","NOVA BRASILIA","JI-PARANA","RO","76908410","","","69","34218520","S5",NA,NA,NA,NA
6139650,"COOPERATIVA DE CRéDITO COM INTERAçãO SOLIDáRIA DO RIO GRANDE DO SUL - CRESOL RIO GRANDE DO SUL","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA OLAVO BILAC","SALA 301 A 305, TERCEIRO ANDAR, COND. SãO BENTO","IMIGRANTE","BENTO GONCALVES","RS","95702000","","crehnor@nordeste.crehnor.com.br","54","33551932","S5",NA,NA,NA,NA
6126780,"COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA DO VALE DAS ARAUCÁRIAS- CRESOL VALE DAS ARAUCÁRIAS","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA XV DE NOVEMBRO, 7326","","CENTRO","GUARAPUAVA","PR","85010000","www.cresol.com.br","prudentopolis@cresol.com.br","42","34463731","S5",NA,NA,NA,NA
7512780,"COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA DO VALE EUROPEU - CRESOL VALE EUROPEU","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AVENIDA CORONEL ANTÔNIO LEHMKHUL, 230","","CENTRO","AGUAS MORNAS","SC","88150000","","aguasmornas@cresol.com.br","48","32459141","S5",NA,NA,NA,NA
5276770,"COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA FRONTEIRAS PR/SC/SP/ES - CRESOL FRONTEIRAS PR/SC/SP/ES","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA BELÉM, N° 3090","2° ANDAR, EDIFÍCIO NILSON SCHLEMMER","CENTRO","REALEZA","PR","85770000","","santaizabel@cresol.com.br","46","35421928","S5",NA,NA,NA,NA
5277312,"COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA HORIZONTE - CRESOL HORIZONTE","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA MANOEL ESTEVÃO, Nº 735","","SÃO BERNARDO","UNIAO DA VITORIA","PR","84600364","www.cresol.com.br","cruzmachado@cresol.com.br","42","35541732","S5",NA,NA,NA,NA
7268499,"COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA INTEGRAÇÃO - CRESOL INTEGRAÇÃO","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AVENIDA MINISTRO CIRNE LIMA, 1715","","VILA BECKER","TOLEDO","PR","85903590","","santalucia@cresol.com.br","45","32881318","S5",NA,NA,NA,NA
2934201,"COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA LIDERANÇA - CRESOL LIDERANÇA","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA 14 DE DEZEMBRO","4245","CENTRO","CHOPINZINHO","PR","85560000","www.cresol.com.br","saojorge@cresol.com.br","46","35341492","S5",NA,NA,NA,NA
7925729,"COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA NORTE PARANAENSE - CRESOL NORTE PARANAENSE","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AVENIDA BRASIL, 360","SALA 02","CENTRO","GRANDES RIOS","PR","86845000","","grandesrios@cresol.com.br","43","34741601","S5",NA,NA,NA,NA
3965737,"COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA OESTE CATARINENSE - CRESOL OESTE CATARINENSE","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA VISTA ALEGRE","281","CENTRO","XAXIM","SC","89825000","","xaxim@cresol.com.br","49","33535097","S5",NA,NA,NA,NA
2448310,"COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA PROGRESSO - CRESOL PROGRESSO","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AVENIDA BRASIL, Nº 4369","","CENTRO","CASCAVEL","PR","85812002","","cascavel@cresol.com.br","45","30381037","S5",NA,NA,NA,NA
4350225,"COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA TRADIÇÃO  CRESOL TRADIÇÃO","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA NOSSA SENHORA DA GLÓRIA, 52","","CANGO","FRANCISCO BELTRAO","PR","85604090","www.cresol.com.br","renascenca@cresol.com.br","46","35501390","S5",NA,NA,NA,NA
8560508,"COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA TRIUNFO - CRESOL TRIUNFO","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA PREFEITO PEDRO FURTADO DAS NEVES, 385","2º ANDAR","CENTRO","SAO JOAO DO TRIUNFO","PR","84150000","www.cresol.com.br","triunfo@cresol.com.br","42","34471035","S5",NA,NA,NA,NA
2446089,"COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA UNIÃO DOS PINHAIS - CRESOL UNIÃO DOS PINHAIS","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA DR  UBALDINO DO AMARAL  N 460","1  ANDAR","CENTRO","CORONEL VIVIDA","PR","85550000","www.cresol.com.br","coronelvivida@cresol.com.br","46","32321669","S5",NA,NA,NA,NA
5231945,"COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA UNIÃO DOS VALES  CRESOL UNIÃO DOS VALES","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA PROFESSORA DIVA PROENÇA Nº 1245","","CENTRO","IVAIPORA","PR","86870000","www.cresol.com.br","ivaipora@cresol.com.br","43","34720291","S5",NA,NA,NA,NA
4663561,"COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA VALE DAS ÁGUAS - CRESOL VALE DAS ÁGUAS","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AVENIDA SANTOS DUMONT, Nº 2330","1º ANDAR","CENTRO","LARANJEIRAS DO SUL","PR","85301040","www.cresol.com.br","virmond@cresol.com.br","42","36181024","S5",NA,NA,NA,NA
53935029,"COOPERATIVA DE CRÉDITO COOCRELIVRE","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA 1 (UM), Nº 518","PISO SUPERIOR","CENTRO","ORLANDIA","SP","14620000","www.coocrelivre.com.br","adm@coocrelivre.com.br","16","38206500","S4",NA,NA,NA,NA
65229254,"COOPERATIVA DE CRÉDITO COOPACREDI LTDA. - SICOOB COOPACREDI","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AV  RUI BARBOSA  163","","CENTRO","PATROCINIO","MG","38740036","www.sicoobcoopacredi.com.br","patrocinio315500@sicoobcrediminas.com.br","34","38399950","S5",NA,NA,NA,NA
53623781,"COOPERATIVA DE CRÉDITO COOPCRED","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"PRACA DA BANDEIRA,30","","CENTRO","VALPARAISO","SP","16880000","www.coopcred.com.br","coopcred@coopcred.com.br","18","34011982","S5",NA,NA,NA,NA
87779625,"COOPERATIVA DE CRÉDITO COOPERAÇÃO RS/SC  SICREDI COOPERAÇÃO RS/SC","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AV. ALTO JACUÍ, 528","SALA 101","CENTRO","NAO-ME-TOQUE","RS","99470000","","sicredi-nmt@annex.com.br","54","33321876","S4",NA,NA,NA,NA
18966739,"COOPERATIVA DE CRéDITO COPERSUL LTDA - SICOOB COPERSUL","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA AMERICO MIARI","36","CENTRO","TRES PONTAS","MG","37190000","","tpontas317700@sicoobcrediminas.com.br","35","32659200","S5",NA,NA,NA,NA
19449602,"COOPERATIVA DE CRÉDITO CREDCOOPER LTDA - SICOOB CREDCOOPER","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"PRACA GETULIO VARGAS","82","CENTRO","CARATINGA","MG","35300034","www.sicoobcredcooper.com.br","caratinga321900@sicoobcrediminas.com.br","33","33228000","S5",NA,NA,NA,NA
25353939,"COOPERATIVA DE CRÉDITO CREDIALP LTDA - SICOOB CREDIALP","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AVENIDA GOVERNADOR VALADARES","626","CENTRO","ALPINOPOLIS","MG","37940000","www.credialp.com.br","alpinopolis309100@sicoobcrediminas.com.br","35","35233850","S5",NA,NA,NA,NA
66259110,"COOPERATIVA DE CRéDITO CREDIBAM LTDA. - SICOOB CREDIBAM","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AVENIDA ARMANDO FRANCO  155","","CENTRO","BAMBUI","MG","38900000","www.sicoobcredibam.com.br","bambui309600@sicoobcrediminas.com.br","37","34311565","S5",NA,NA,NA,NA
71237184,"COOPERATIVA DE CRÉDITO CREDIBELO LTDA. - SICOOB CREDIBELO","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA ARTUR BERNARDES 205","","CENTRO","CAMPO BELO","MG","37270000","","cambelo310200@sicoobcrediminas.com.br","35","38311929","S5",NA,NA,NA,NA
21670187,"COOPERATIVA DE CRÉDITO CREDIBOM LTDA. - SICOOB CREDIBOM","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AV  DAS PALMEIRAS","170","CENTRO","BOM DESPACHO","MG","35600000","","bdespacho309900@sicoobcrediminas.com.br","37","35219800","S5",NA,NA,NA,NA
1609345,"COOPERATIVA DE CRÉDITO CREDICAMPINA LTDA. - SICOOB CREDICAMPINA","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA 26  N  926","","CENTRO","CAMPINA VERDE","MG","38270000","www.sicoobcredicampina.com.br","campverde310100@sicoobcrediminas.com.br","34","34128900","S5",NA,NA,NA,NA
21661202,"COOPERATIVA DE CRÉDITO CREDICAMPO LTDA.- SICOOB CREDICAMPO","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA JECEABA","107","CENTRO","ENTRE RIOS DE MINAS","MG","35490000","www.sicoobcredicampo.com.br","entrerios311600@sicoobcrediminas.com.br","31","37511403","S5",NA,NA,NA,NA
804046,"COOPERATIVA DE CRÉDITO CREDICAPI LTDA - SICOOB CREDICAPI","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"PRACA PADRE JOAO MACHADO","400","CENTRO","CAPITOLIO","MG","37930000","","capitolio310500@sicoobcrediminas.com.br","37","33730200","S5",NA,NA,NA,NA
23949522,"COOPERATIVA DE CRÉDITO CREDICARPA LTDA. - SICOOB CREDICARPA","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AV  ARISTIDES DE MELO","135","CENTRO","CARMO DO PARANAIBA","MG","38840000","","cparanaiba310700@sicoobcrediminas.com.br","34","38520000","S5",NA,NA,NA,NA
67096909,"COOPERATIVA DE CRÉDITO CREDICOCAPEC","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AV. WILSON SÁBIO DE MELLO, 2770","","DISTRITO INDUSTRIAL","FRANCA","SP","14406052","www.credicocapec.com.br","credicocapec@credicocapec.com.br","16","37126600","S4",NA,NA,NA,NA
38588174,"COOPERATIVA DE CRéDITO CREDICOPE LTDA. - SICOOB CREDICOPE","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AV  JOAO SIQUEIRA","109","CENTRO","CONSELHEIRO PENA","MG","35240000","","credicope@sicoobcredicope.com.br","33","32611010","S5",NA,NA,NA,NA
68512748,"COOPERATIVA DE CRÉDITO CREDIESMERALDAS LTDA. - SICOOB CREDIESMERALDAS","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA ANA FELIPA  28","","CENTRO","ESMERALDAS","MG","32800094","","esmeraldas311700@sicoobcrediminas.com.br","31","35381115","S5",NA,NA,NA,NA
7469260,"COOPERATIVA DE CRÉDITO CREDIFIEMG LTDA. - SICOOB CREDIFIEMG","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AVENIDA DO CONTORNO  4520","4  ANDAR","FUNCIONARIOS","BELO HORIZONTE","MG","30110916","","diretoria.executiva@credifiemg.com.br","31","32634545","S5",NA,NA,NA,NA
41931445,"COOPERATIVA DE CRÉDITO CREDIFOR LTDA - SICOOB CREDIFOR","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AV  RIO BRANCO","220","CENTRO","FORMIGA","MG","35570078","www.sicoobcredifor.com.br","diretoria3119_00@sicoobcrediminas.com.br","37","33292200","S5",NA,NA,NA,NA
67960229,"COOPERATIVA DE CRÉDITO CREDIGUAÇU - SICOOB CREDIGUAÇU","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA CONSELHEIRO ANTONIO PRADO, 544","","CENTRO","DESCALVADO","SP","13690000","www.crediguacu.com.br","geap@crediguacu.com.br","19","35939898","S4",NA,NA,NA,NA
71243034,"COOPERATIVA DE CRÉDITO CREDIJEQUITINHONHA LTDA. - SICOOB CREDIJEQUITINHONHA","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA CAPITAO DOMINGOS PIMENTA","139","CENTRO","CAPELINHA","MG","39680000","www.sicoob3046.com.br","capelinha304600@sicoobcrediminas.com.br","33","35164950","S5",NA,NA,NA,NA
41697103,"COOPERATIVA DE CRÉDITO CREDILIVRE LTDA. - SICOOB CREDILIVRE","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA DOUTOR JOSE FERNANDES RODRIGUES  490","","CENTRO","MANHUACU","MG","36900088","www.sicoobcredilivre.com.br","manhuacu304900@sicoobcrediminas.com.br","33","33396500","S5",NA,NA,NA,NA
25536764,"COOPERATIVA DE CRÉDITO CREDILUZ LTDA. - SICOOB CREDILUZ","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AV DR JOSAPHAT MACEDO","296","CENTRO","LUZ","MG","35595000","www.sicoobcrediluz.com.br","luz314000@sicoobcrediminas.com.br","37","34216000","S5",NA,NA,NA,NA
1152097,"COOPERATIVA DE CRÉDITO CREDIMATA LTDA. - SICOOB CREDIMATA","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA ELIAS BOUHID","38","CENTRO","VOLTA GRANDE","MG","36720000","www.sicoobcredimata.com.br","vgrande318200@sicoobcrediminas.com.br","32","34631229","S5",NA,NA,NA,NA
